education,joiningyear,city,paymenttier,age,gender,everbenched,experienceincurrentdomain,offtime,employeeid,department
Bachelors,2014,kanke,3,28,Female,Yes,2,12,EMP1314,Finance
Bachelors,2016,Ratu road ,3,27,Female,No,5,7,EMP1315,IT
Bachelors,2018,Ratu road ,3,25,Male,No,3,5,EMP1316,HR
Bachelors,2012,Ratu road ,3,27,Female,Yes,5,8,EMP1317,Marketing
Bachelors,2017,kanke,3,27,Female,No,5,0,EMP1318,Finance
Bachelors,2016,Ratu road ,2,25,Male,No,3,7,EMP1319,IT
Bachelors,2016,Ratu road ,3,28,Female,No,4,9,EMP1320,Sales
Bachelors,2017,kanke,2,27,Male,No,5,0,EMP1321,Sales
Bachelors,2016,Ratu road ,3,24,Female,No,2,8,EMP1322,Sales
Bachelors,2013,Ratu road ,3,25,Male,No,3,12,EMP1323,Marketing
Bachelors,2017,kanke,2,25,Female,No,3,7,EMP1324,Sales
Bachelors,2015,Lalpur,3,24,Male,No,2,2,EMP1325,Sales
Bachelors,2012,kanke,3,25,Female,No,3,4,EMP1326,IT
PHD,2017,kanke,3,27,Female,No,5,9,EMP1327,Sales
Bachelors,2014,Ratu road ,3,25,Female,No,3,5,EMP1328,Sales
Masters,2017,Ratu road ,3,28,Male,No,2,0,EMP1329,Sales
Bachelors,2016,Lalpur,3,25,Male,No,3,11,EMP1330,Sales
Bachelors,2014,Ratu road ,3,25,Male,Yes,3,9,EMP1331,Sales
Bachelors,2012,kanke,3,27,Male,No,5,12,EMP1332,HR
Bachelors,2012,Lalpur,3,25,Female,No,3,6,EMP1333,IT
Masters,2015,kanke,3,27,Female,No,5,2,EMP1334,Marketing
Bachelors,2014,Ratu road ,3,24,Male,No,2,11,EMP1335,Sales
Bachelors,2015,Lalpur,2,27,Female,No,5,7,EMP1336,Finance
Bachelors,2014,Ratu road ,3,25,Male,No,3,6,EMP1337,Finance
Bachelors,2015,Ratu road ,3,25,Male,No,3,7,EMP1338,HR
Bachelors,2018,kanke,3,26,Female,No,4,11,EMP1339,IT
Bachelors,2017,Lalpur,2,26,Female,No,4,2,EMP1340,IT
Bachelors,2014,Lalpur,2,24,Female,No,2,1,EMP1341,Finance
Bachelors,2013,Ratu road ,3,27,Male,No,5,11,EMP1342,Sales
Bachelors,2017,kanke,2,27,Male,No,5,11,EMP1343,Marketing
PHD,2012,kanke,3,28,Female,No,1,10,EMP1344,Sales
Masters,2012,kanke,3,26,Female,No,4,9,EMP1345,Sales
Bachelors,2014,Ratu road ,3,27,Male,No,5,1,EMP1346,Marketing
Bachelors,2013,Ratu road ,3,28,Female,No,0,5,EMP1347,Marketing
Bachelors,2014,Lalpur,3,26,Male,No,4,6,EMP1348,Marketing
Bachelors,2016,Lalpur,2,24,Female,No,2,11,EMP1349,HR
Bachelors,2015,Ratu road ,1,24,Female,No,2,0,EMP1350,Sales
Bachelors,2012,Ratu road ,3,26,Female,No,4,1,EMP1351,Marketing
Masters,2014,Lalpur,3,27,Male,No,5,5,EMP1352,Sales
Masters,2017,kanke,2,27,Male,No,5,6,EMP1353,Sales
Masters,2017,kanke,1,25,Female,No,3,2,EMP1354,Finance
Masters,2012,Lalpur,3,28,Male,No,0,6,EMP1355,Sales
Masters,2012,kanke,3,28,Male,No,2,8,EMP1356,Finance
Masters,2013,kanke,2,24,Male,No,2,3,EMP1357,IT
Bachelors,2015,Lalpur,3,25,Female,No,3,12,EMP1358,HR
Masters,2017,kanke,3,28,Male,No,5,9,EMP1359,Marketing
Bachelors,2013,Ratu road ,3,24,Male,No,2,0,EMP1360,HR
Masters,2015,Ratu road ,3,28,Male,No,1,9,EMP1361,Finance
Bachelors,2018,Ratu road ,3,27,Female,Yes,5,2,EMP1362,IT
Bachelors,2015,Ratu road ,3,24,Male,No,2,2,EMP1363,Sales
Bachelors,2014,Lalpur,3,26,Male,No,4,12,EMP1364,Sales
Bachelors,2013,kanke,3,25,Female,No,3,7,EMP1365,IT
Bachelors,2013,Ratu road ,3,26,Male,No,4,12,EMP1366,IT
Bachelors,2018,kanke,3,28,Female,No,0,2,EMP1367,Marketing
Bachelors,2013,Ratu road ,3,25,Female,No,3,9,EMP1368,Marketing
PHD,2012,Lalpur,3,27,Male,No,5,4,EMP1369,IT
Bachelors,2013,Ratu road ,3,24,Male,No,2,0,EMP1370,Sales
Bachelors,2013,Ratu road ,3,28,Female,No,3,6,EMP1371,IT
Bachelors,2015,Lalpur,3,24,Male,No,2,5,EMP1372,IT
Bachelors,2013,Lalpur,3,27,Male,No,5,4,EMP1373,HR
Bachelors,2012,kanke,3,27,Male,No,5,11,EMP1374,HR
Bachelors,2018,Ratu road ,3,26,Female,Yes,4,4,EMP1375,Marketing
Bachelors,2013,Ratu road ,3,26,Male,No,4,12,EMP1376,Finance
Bachelors,2015,Lalpur,2,24,Female,No,2,1,EMP1377,IT
Bachelors,2016,Ratu road ,3,24,Male,No,2,0,EMP1378,IT
PHD,2018,Ratu road ,3,27,Female,No,5,4,EMP1379,IT
Bachelors,2015,Ratu road ,3,26,Male,No,4,0,EMP1380,IT
Bachelors,2015,kanke,1,26,Female,No,4,0,EMP1381,IT
Bachelors,2015,Lalpur,2,24,Female,No,2,12,EMP1382,Marketing
Bachelors,2013,Lalpur,3,27,Male,No,5,8,EMP1383,HR
PHD,2016,kanke,3,24,Female,No,2,1,EMP1384,Sales
Bachelors,2013,Ratu road ,3,26,Male,No,4,0,EMP1385,Finance
Bachelors,2015,Ratu road ,3,28,Male,No,5,3,EMP1386,Marketing
Bachelors,2015,Ratu road ,3,26,Female,No,4,4,EMP1387,Sales
Bachelors,2016,Ratu road ,3,27,Female,No,5,11,EMP1388,Sales
Bachelors,2017,Lalpur,3,25,Female,No,3,3,EMP1389,Finance
Masters,2017,kanke,2,26,Male,No,4,4,EMP1390,Marketing
Bachelors,2012,Ratu road ,3,27,Male,No,5,4,EMP1391,Finance
Bachelors,2014,Ratu road ,3,26,Female,No,4,7,EMP1392,Marketing
Bachelors,2015,Lalpur,2,25,Female,No,3,9,EMP1393,HR
Bachelors,2013,Ratu road ,3,26,Male,No,4,6,EMP1394,Finance
Bachelors,2017,Lalpur,2,28,Male,No,1,6,EMP1395,Sales
Bachelors,2014,Ratu road ,3,25,Male,No,3,8,EMP1396,Finance
Bachelors,2013,Ratu road ,3,27,Male,No,5,12,EMP1397,Finance
PHD,2013,Ratu road ,3,26,Male,No,4,6,EMP1398,IT
Bachelors,2013,kanke,3,25,Female,Yes,3,4,EMP1399,Sales
Bachelors,2017,Ratu road ,1,28,Female,No,3,10,EMP1400,HR
Bachelors,2014,Ratu road ,3,26,Male,No,4,6,EMP1401,Finance
Bachelors,2015,kanke,3,27,Male,No,5,5,EMP1402,Finance
Masters,2013,Lalpur,2,28,Male,No,2,7,EMP1403,Sales
Bachelors,2013,kanke,3,25,Female,Yes,3,9,EMP1404,IT
Masters,2017,kanke,2,26,Male,No,4,0,EMP1405,HR
Masters,2016,kanke,3,25,Male,No,3,2,EMP1406,Marketing
Bachelors,2017,Ratu road ,3,28,Female,Yes,5,6,EMP1407,Marketing
Masters,2017,kanke,2,28,Female,No,2,0,EMP1408,HR
Bachelors,2012,Ratu road ,1,27,Male,No,5,0,EMP1409,HR
Bachelors,2018,Ratu road ,3,27,Male,No,5,0,EMP1410,IT
Bachelors,2016,Ratu road ,3,24,Female,No,2,4,EMP1411,Marketing
Bachelors,2017,Lalpur,3,26,Male,No,4,3,EMP1412,Finance
Bachelors,2017,kanke,3,25,Female,No,3,4,EMP1413,Sales
Bachelors,2015,Lalpur,3,28,Female,Yes,5,10,EMP1414,Finance
Bachelors,2015,Ratu road ,3,26,Male,No,4,0,EMP1415,Sales
Masters,2015,Lalpur,2,26,Female,Yes,4,8,EMP1416,Marketing
Masters,2015,Lalpur,3,25,Male,No,3,8,EMP1417,IT
Bachelors,2016,Lalpur,3,27,Female,No,5,10,EMP1418,Marketing
Bachelors,2013,Ratu road ,3,25,Male,No,3,10,EMP1419,HR
Bachelors,2018,Lalpur,3,26,Male,Yes,4,5,EMP1420,Finance
Bachelors,2014,Ratu road ,3,27,Female,No,5,10,EMP1421,Sales
Bachelors,2017,Ratu road ,1,25,Male,No,3,4,EMP1422,HR
Bachelors,2015,kanke,3,26,Male,No,4,7,EMP1423,IT
Bachelors,2015,Lalpur,3,24,Female,No,2,8,EMP1424,HR
Bachelors,2015,Ratu road ,3,28,Male,No,2,3,EMP1425,HR
Bachelors,2014,Lalpur,2,26,Female,No,4,4,EMP1426,HR
Bachelors,2017,Ratu road ,3,27,Male,No,5,6,EMP1427,HR
Bachelors,2014,Ratu road ,3,26,Male,No,4,10,EMP1428,IT
Bachelors,2018,kanke,3,28,Female,No,5,8,EMP1429,IT
Bachelors,2015,Ratu road ,3,28,Male,No,0,0,EMP1430,HR
Bachelors,2016,kanke,3,28,Female,No,3,0,EMP1431,Marketing
Bachelors,2017,Ratu road ,3,25,Male,No,3,1,EMP1432,HR
Bachelors,2015,Lalpur,3,24,Female,No,2,6,EMP1433,HR
Masters,2018,kanke,3,28,Male,No,2,1,EMP1434,HR
Bachelors,2015,Ratu road ,3,27,Female,No,5,5,EMP1435,Marketing
Bachelors,2017,Ratu road ,3,24,Male,No,2,2,EMP1436,Marketing
Bachelors,2017,kanke,2,28,Female,No,0,6,EMP1437,IT
Bachelors,2015,Ratu road ,3,25,Male,No,3,9,EMP1438,Finance
Bachelors,2012,Ratu road ,3,28,Male,No,2,9,EMP1439,Marketing
Bachelors,2013,Ratu road ,3,26,Male,No,4,12,EMP1440,Sales
Bachelors,2016,Ratu road ,1,24,Male,No,2,12,EMP1441,Sales
Bachelors,2016,Lalpur,3,27,Male,No,5,5,EMP1442,HR
Bachelors,2013,Lalpur,3,24,Male,No,2,2,EMP1443,IT
Masters,2017,Lalpur,2,26,Female,No,4,3,EMP1444,Marketing
Bachelors,2017,kanke,3,26,Male,No,4,6,EMP1445,Marketing
Bachelors,2018,Lalpur,3,25,Female,No,3,2,EMP1446,Finance
Bachelors,2018,Ratu road ,3,24,Male,No,2,0,EMP1447,Sales
Bachelors,2015,Lalpur,3,24,Male,Yes,2,6,EMP1448,IT
Bachelors,2013,Ratu road ,3,24,Female,No,2,10,EMP1449,IT
Bachelors,2013,Lalpur,2,28,Male,Yes,0,10,EMP1450,HR
Bachelors,2018,Ratu road ,3,24,Male,No,2,6,EMP1451,Sales
Bachelors,2014,Ratu road ,3,24,Male,No,2,9,EMP1452,HR
Bachelors,2016,Ratu road ,3,28,Female,No,5,5,EMP1453,Finance
Bachelors,2014,Ratu road ,3,25,Male,No,3,5,EMP1454,Marketing
Bachelors,2014,Ratu road ,3,26,Female,No,4,6,EMP1455,Finance
Masters,2017,Ratu road ,2,28,Male,No,2,4,EMP1456,Finance
Bachelors,2012,Ratu road ,3,27,Male,No,5,1,EMP1457,HR
Bachelors,2016,Ratu road ,3,27,Female,No,5,2,EMP1458,HR
Masters,2018,Ratu road ,3,28,Male,No,2,2,EMP1459,Sales
Bachelors,2017,Ratu road ,3,24,Male,No,2,0,EMP1460,IT
Bachelors,2012,Lalpur,3,24,Male,No,2,5,EMP1461,HR
Bachelors,2016,kanke,3,28,Male,No,0,8,EMP1462,Sales
Bachelors,2012,Ratu road ,3,27,Male,No,5,4,EMP1463,HR
Bachelors,2014,Ratu road ,3,27,Male,No,5,1,EMP1464,IT
Bachelors,2017,Ratu road ,3,24,Male,No,2,8,EMP1465,IT
Bachelors,2012,Ratu road ,1,27,Male,No,5,8,EMP1466,Sales
Bachelors,2017,Ratu road ,3,28,Female,No,5,8,EMP1467,HR
Bachelors,2014,Lalpur,3,25,Male,No,3,10,EMP1468,Marketing
Bachelors,2015,Lalpur,3,25,Male,No,3,7,EMP1469,Finance
Bachelors,2017,Lalpur,2,28,Male,No,0,6,EMP1470,HR
Bachelors,2015,Lalpur,2,26,Female,No,4,5,EMP1471,Sales
Bachelors,2015,Lalpur,2,27,Female,No,5,1,EMP1472,HR
Bachelors,2015,Lalpur,3,26,Female,No,4,4,EMP1473,HR
Bachelors,2015,Ratu road ,2,28,Female,No,3,6,EMP1474,Finance
Bachelors,2012,Lalpur,3,25,Male,No,3,5,EMP1475,HR
Bachelors,2013,Ratu road ,3,25,Male,Yes,3,2,EMP1476,IT
Bachelors,2016,kanke,3,26,Male,No,4,3,EMP1477,Sales
PHD,2018,kanke,3,24,Female,No,2,1,EMP1478,Marketing
Bachelors,2014,Ratu road ,3,27,Female,No,5,8,EMP1479,Marketing
Masters,2017,kanke,2,26,Male,Yes,4,5,EMP1480,Marketing
Bachelors,2015,Lalpur,2,27,Female,No,5,9,EMP1481,HR
Bachelors,2014,Ratu road ,3,24,Male,No,2,2,EMP1482,HR
Masters,2017,Lalpur,2,25,Female,No,3,11,EMP1483,Sales
Bachelors,2017,kanke,3,28,Female,No,2,11,EMP1484,HR
Bachelors,2014,Ratu road ,3,27,Male,Yes,5,12,EMP1485,HR
Bachelors,2012,Ratu road ,3,24,Male,No,2,12,EMP1486,Sales
Bachelors,2018,Lalpur,3,24,Male,No,2,2,EMP1487,Finance
Bachelors,2015,Ratu road ,3,27,Female,Yes,5,12,EMP1488,Sales
Bachelors,2015,kanke,3,28,Female,No,3,7,EMP1489,Marketing
Bachelors,2015,Lalpur,3,27,Female,No,5,7,EMP1490,IT
Bachelors,2015,Ratu road ,3,28,Male,No,5,1,EMP1491,Marketing
Bachelors,2015,kanke,2,27,Female,Yes,5,2,EMP1492,Finance
Bachelors,2016,Ratu road ,3,27,Male,No,5,6,EMP1493,Marketing
Masters,2017,kanke,3,27,Female,No,5,1,EMP1494,HR
Bachelors,2017,Lalpur,2,26,Female,No,4,10,EMP1495,Marketing
Bachelors,2015,Lalpur,3,27,Female,No,5,11,EMP1496,IT
Bachelors,2018,Lalpur,3,27,Female,No,5,9,EMP1497,Marketing
Bachelors,2012,Ratu road ,3,25,Male,No,3,3,EMP1498,IT
Bachelors,2017,Ratu road ,3,25,Male,No,3,10,EMP1499,Marketing
PHD,2013,kanke,3,27,Female,No,5,1,EMP1500,Sales
Bachelors,2016,Ratu road ,3,28,Male,No,2,12,EMP1501,HR
Bachelors,2012,Ratu road ,3,25,Female,Yes,3,7,EMP1502,IT
Bachelors,2015,Ratu road ,3,27,Male,No,5,3,EMP1503,Finance
Bachelors,2016,Lalpur,2,24,Female,No,2,7,EMP1504,Sales
Bachelors,2016,Ratu road ,3,26,Male,No,4,3,EMP1505,Finance
Bachelors,2014,Lalpur,3,27,Male,Yes,5,4,EMP1506,Marketing
Bachelors,2013,Ratu road ,3,24,Male,Yes,2,5,EMP1507,Sales
Bachelors,2017,Ratu road ,3,25,Male,No,3,4,EMP1508,HR
Bachelors,2017,Lalpur,2,24,Female,No,2,8,EMP1509,IT
Bachelors,2013,Ratu road ,3,27,Male,No,5,9,EMP1510,HR
Masters,2013,Ratu road ,3,26,Female,No,4,9,EMP1511,HR
Bachelors,2012,Lalpur,3,25,Female,No,3,10,EMP1512,Marketing
Bachelors,2015,kanke,3,28,Female,No,2,6,EMP1513,IT
Masters,2017,kanke,2,24,Female,No,2,6,EMP1514,HR
Masters,2013,kanke,3,26,Male,No,4,12,EMP1515,Marketing
Bachelors,2014,Ratu road ,3,26,Male,No,4,8,EMP1516,Sales
PHD,2016,kanke,3,24,Female,No,2,2,EMP1517,Marketing
Bachelors,2017,kanke,3,26,Male,No,4,8,EMP1518,Finance
Bachelors,2016,Ratu road ,3,26,Male,No,4,0,EMP1519,Finance
Bachelors,2014,Ratu road ,3,27,Male,No,5,7,EMP1520,Finance
Bachelors,2017,kanke,3,28,Female,No,0,9,EMP1521,Marketing
PHD,2016,kanke,3,27,Female,No,5,4,EMP1522,Finance
Masters,2014,Ratu road ,3,28,Female,No,4,2,EMP1523,Finance
Bachelors,2014,Ratu road ,3,28,Female,No,2,12,EMP1524,IT
Bachelors,2017,Ratu road ,3,24,Female,No,2,12,EMP1525,Marketing
Masters,2015,kanke,3,28,Male,No,0,11,EMP1526,IT
Bachelors,2015,Lalpur,2,25,Female,No,3,6,EMP1527,IT
Masters,2017,Lalpur,2,27,Male,No,5,8,EMP1528,Marketing
Bachelors,2014,Lalpur,2,25,Female,No,3,9,EMP1529,Sales
Bachelors,2015,Lalpur,2,28,Female,Yes,2,5,EMP1530,Sales
Bachelors,2013,Lalpur,3,25,Male,No,3,9,EMP1531,Marketing
Bachelors,2013,Lalpur,1,26,Female,No,4,2,EMP1532,HR
Bachelors,2012,Lalpur,2,27,Female,No,5,11,EMP1533,HR
Masters,2017,kanke,3,28,Male,No,0,7,EMP1534,Marketing
Bachelors,2012,Ratu road ,3,28,Female,No,1,11,EMP1535,Sales
Bachelors,2015,Lalpur,2,25,Female,Yes,3,7,EMP1536,IT
Bachelors,2015,Ratu road ,3,26,Male,No,4,12,EMP1537,Finance
Bachelors,2015,Ratu road ,3,24,Female,No,2,7,EMP1538,Marketing
Bachelors,2018,kanke,3,24,Female,No,2,4,EMP1539,Sales
Bachelors,2017,kanke,3,27,Female,Yes,5,10,EMP1540,HR
PHD,2012,Lalpur,3,27,Male,No,5,6,EMP1541,Sales
Bachelors,2012,Ratu road ,3,26,Male,No,4,10,EMP1542,Finance
Bachelors,2013,Ratu road ,3,25,Male,No,3,11,EMP1543,Marketing
Bachelors,2015,kanke,3,24,Female,No,2,12,EMP1544,Marketing
Bachelors,2013,Lalpur,3,24,Female,No,2,11,EMP1545,Marketing
Bachelors,2016,Lalpur,3,24,Male,No,2,5,EMP1546,Marketing
Bachelors,2018,Lalpur,3,24,Male,Yes,2,12,EMP1547,Sales
Bachelors,2015,Ratu road ,3,27,Female,Yes,5,11,EMP1548,HR
Bachelors,2018,Ratu road ,3,26,Male,No,4,5,EMP1549,Marketing
Bachelors,2012,Lalpur,3,24,Female,No,2,10,EMP1550,HR
Masters,2017,kanke,3,27,Male,No,5,2,EMP1551,Finance
Bachelors,2012,Ratu road ,3,26,Male,No,4,10,EMP1552,HR
Bachelors,2013,Ratu road ,3,27,Male,No,5,12,EMP1553,Sales
Bachelors,2015,kanke,3,25,Female,No,3,12,EMP1554,Finance
Bachelors,2018,Ratu road ,3,24,Female,No,2,2,EMP1555,Marketing
Bachelors,2014,Ratu road ,3,28,Male,No,4,3,EMP1556,Marketing
Bachelors,2013,Lalpur,1,26,Female,No,4,6,EMP1557,Sales
Bachelors,2015,Ratu road ,3,27,Male,No,5,8,EMP1558,Finance
Bachelors,2013,Ratu road ,3,24,Male,No,2,12,EMP1559,Marketing
Bachelors,2016,Ratu road ,3,26,Male,No,4,0,EMP1560,Finance
Bachelors,2013,Ratu road ,3,25,Female,No,3,4,EMP1561,Sales
Bachelors,2016,Ratu road ,3,27,Male,Yes,5,7,EMP1562,Marketing
Bachelors,2017,Lalpur,3,26,Male,No,4,6,EMP1563,Marketing
Bachelors,2018,Lalpur,2,28,Female,No,5,7,EMP1564,Sales
Masters,2017,Lalpur,2,27,Male,No,5,0,EMP1565,IT
Bachelors,2013,Ratu road ,3,25,Female,No,3,6,EMP1566,Sales
Bachelors,2017,Ratu road ,3,24,Male,No,2,10,EMP1567,HR
Bachelors,2017,kanke,2,25,Female,No,3,5,EMP1568,Finance
Bachelors,2018,Lalpur,3,27,Female,No,5,2,EMP1569,HR
Bachelors,2016,Lalpur,3,27,Male,No,5,7,EMP1570,HR
Bachelors,2013,Ratu road ,1,24,Male,No,2,12,EMP1571,Finance
Bachelors,2012,Ratu road ,1,28,Male,No,3,9,EMP1572,IT
Bachelors,2016,Lalpur,2,28,Female,No,3,2,EMP1573,Sales
Bachelors,2016,Lalpur,3,24,Male,No,2,3,EMP1574,IT
Bachelors,2017,Ratu road ,3,28,Male,No,3,8,EMP1575,Marketing
Bachelors,2017,Lalpur,2,28,Male,No,3,6,EMP1576,IT
Bachelors,2017,Ratu road ,3,25,Female,No,3,10,EMP1577,IT
Bachelors,2015,Ratu road ,3,25,Male,No,3,8,EMP1578,Sales
Masters,2013,kanke,3,25,Male,No,3,6,EMP1579,IT
Bachelors,2017,Ratu road ,3,24,Male,No,2,12,EMP1580,Sales
Bachelors,2013,Lalpur,3,27,Male,No,5,6,EMP1581,Sales
Bachelors,2013,Lalpur,2,24,Female,No,2,6,EMP1582,Marketing
Bachelors,2017,Ratu road ,3,28,Male,No,1,11,EMP1583,HR
Bachelors,2012,Ratu road ,3,25,Male,No,3,9,EMP1584,IT
Bachelors,2014,Lalpur,3,26,Male,No,4,3,EMP1585,Sales
Bachelors,2015,Lalpur,1,24,Female,No,2,6,EMP1586,Marketing
Masters,2013,kanke,3,24,Female,Yes,2,3,EMP1587,Marketing
Bachelors,2014,Ratu road ,3,25,Male,No,3,3,EMP1588,IT
Bachelors,2017,kanke,2,26,Male,No,4,11,EMP1589,HR
Bachelors,2014,Ratu road ,3,25,Male,No,3,0,EMP1590,Sales
Masters,2013,kanke,3,25,Male,No,3,6,EMP1591,HR
Bachelors,2014,Ratu road ,3,24,Male,No,2,0,EMP1592,Sales
Bachelors,2014,Lalpur,2,28,Female,No,3,4,EMP1593,Finance
Masters,2015,kanke,3,28,Male,No,2,0,EMP1594,Sales
Bachelors,2015,Ratu road ,3,28,Male,No,5,7,EMP1595,Sales
Bachelors,2017,Ratu road ,3,24,Male,No,2,1,EMP1596,IT
Bachelors,2014,Lalpur,3,27,Male,No,5,10,EMP1597,Finance
Bachelors,2015,Lalpur,2,28,Female,No,5,6,EMP1598,Finance
Masters,2017,kanke,2,26,Female,No,4,4,EMP1599,HR
Bachelors,2016,kanke,3,26,Female,No,4,5,EMP1600,Sales
Bachelors,2016,Ratu road ,3,26,Female,No,4,1,EMP1601,IT
Bachelors,2013,kanke,3,27,Female,No,5,10,EMP1602,HR
Bachelors,2014,Ratu road ,3,28,Male,No,3,4,EMP1603,IT
Bachelors,2017,kanke,3,25,Male,No,3,12,EMP1604,Finance
Bachelors,2015,Ratu road ,1,27,Male,No,5,4,EMP1605,Marketing
Bachelors,2013,Ratu road ,3,26,Male,No,4,10,EMP1606,HR
Bachelors,2014,Ratu road ,3,24,Female,No,2,0,EMP1607,Marketing
Bachelors,2014,Lalpur,2,26,Male,No,4,5,EMP1608,HR
Bachelors,2013,Ratu road ,3,24,Male,No,2,2,EMP1609,Marketing
Bachelors,2012,Ratu road ,3,25,Male,No,3,5,EMP1610,Marketing
Bachelors,2012,Ratu road ,3,27,Male,Yes,5,4,EMP1611,Marketing
Bachelors,2012,Ratu road ,3,28,Male,No,1,6,EMP1612,Marketing
Masters,2017,kanke,2,25,Female,No,3,3,EMP1613,Marketing
Bachelors,2014,Ratu road ,3,25,Male,No,3,4,EMP1614,Marketing
Bachelors,2016,Lalpur,2,27,Female,No,5,5,EMP1615,Marketing
Bachelors,2017,Lalpur,3,28,Male,No,3,9,EMP1616,IT
Masters,2017,kanke,3,28,Male,No,2,8,EMP1617,Marketing
PHD,2018,Lalpur,3,26,Male,No,4,5,EMP1618,Finance
Masters,2017,kanke,2,24,Male,No,2,12,EMP1619,HR
Bachelors,2014,Ratu road ,3,28,Male,No,0,3,EMP1620,Marketing
Masters,2015,Lalpur,3,26,Female,No,4,6,EMP1621,Sales
Bachelors,2016,Ratu road ,3,27,Male,No,5,2,EMP1622,Sales
Bachelors,2016,kanke,3,28,Female,No,4,5,EMP1623,IT
Bachelors,2012,Lalpur,3,26,Male,No,4,8,EMP1624,IT
Masters,2015,Ratu road ,2,27,Female,No,5,2,EMP1625,Finance
Masters,2017,Lalpur,1,28,Male,No,0,10,EMP1626,Marketing
Masters,2015,kanke,3,28,Female,No,2,1,EMP1627,IT
Bachelors,2017,Ratu road ,3,26,Male,No,4,7,EMP1628,Finance
Bachelors,2017,Lalpur,3,28,Female,No,4,4,EMP1629,IT
Bachelors,2015,Lalpur,3,25,Male,No,3,2,EMP1630,Marketing
Masters,2017,kanke,2,27,Female,No,5,12,EMP1631,Finance
Masters,2015,Lalpur,2,27,Female,No,5,3,EMP1632,Sales
Bachelors,2015,Ratu road ,3,25,Male,No,3,5,EMP1633,Finance
Bachelors,2013,Ratu road ,3,28,Female,No,1,2,EMP1634,Finance
Bachelors,2015,Lalpur,3,25,Female,No,3,8,EMP1635,Sales
Bachelors,2012,Ratu road ,3,28,Female,No,2,1,EMP1636,Sales
Bachelors,2016,Lalpur,3,27,Female,No,5,6,EMP1637,IT
Bachelors,2016,Ratu road ,3,26,Male,No,4,1,EMP1638,Finance
PHD,2018,kanke,3,26,Male,No,4,11,EMP1639,HR
Bachelors,2017,Ratu road ,3,27,Male,No,5,1,EMP1640,HR
Bachelors,2018,Lalpur,3,28,Male,No,2,6,EMP1641,Sales
Bachelors,2013,Ratu road ,3,24,Male,No,2,4,EMP1642,Marketing
Bachelors,2013,kanke,3,26,Male,No,4,3,EMP1643,HR
Bachelors,2013,Ratu road ,3,28,Male,Yes,1,5,EMP1644,HR
Masters,2017,kanke,2,28,Female,No,2,9,EMP1645,Marketing
Bachelors,2016,Ratu road ,1,24,Male,No,2,0,EMP1646,Finance
Bachelors,2017,Ratu road ,3,27,Male,No,5,8,EMP1647,HR
Bachelors,2014,Lalpur,2,27,Female,No,5,3,EMP1648,Finance
Bachelors,2017,Ratu road ,3,27,Male,No,5,12,EMP1649,Sales
Bachelors,2017,kanke,3,27,Male,No,5,11,EMP1650,Marketing
Masters,2018,kanke,3,24,Male,No,2,2,EMP1651,HR
Bachelors,2016,Ratu road ,3,26,Male,No,4,2,EMP1652,HR
Bachelors,2017,Ratu road ,3,28,Male,Yes,3,4,EMP1653,Finance
Bachelors,2017,kanke,3,26,Female,No,4,3,EMP1654,HR
Bachelors,2016,Lalpur,3,28,Male,No,3,6,EMP1655,Sales
Bachelors,2015,kanke,3,26,Male,No,4,6,EMP1656,IT
Bachelors,2014,Ratu road ,3,26,Male,No,4,5,EMP1657,Finance
Bachelors,2017,Lalpur,2,24,Female,No,2,5,EMP1658,HR
Bachelors,2016,Ratu road ,3,26,Male,No,4,4,EMP1659,Sales
PHD,2016,kanke,1,26,Male,No,4,5,EMP1660,Sales
Bachelors,2018,Ratu road ,3,24,Female,No,2,6,EMP1661,Sales
Bachelors,2017,Ratu road ,2,28,Female,No,1,2,EMP1662,Sales
Bachelors,2013,Ratu road ,3,24,Female,No,2,0,EMP1663,IT
Masters,2014,kanke,3,25,Female,No,3,4,EMP1664,Sales
Bachelors,2012,Lalpur,1,26,Male,No,4,6,EMP1665,Marketing
Bachelors,2014,Ratu road ,3,28,Male,No,5,6,EMP1666,Sales
Bachelors,2013,Ratu road ,3,28,Male,No,2,6,EMP1667,IT
Masters,2017,Lalpur,2,27,Male,No,5,8,EMP1668,Sales
Bachelors,2016,Ratu road ,3,28,Male,Yes,0,0,EMP1669,HR
Bachelors,2014,kanke,3,25,Male,No,3,12,EMP1670,Marketing
Bachelors,2013,Ratu road ,3,25,Female,No,3,1,EMP1671,Finance
Bachelors,2017,Ratu road ,3,24,Female,No,2,10,EMP1672,Finance
Bachelors,2015,Ratu road ,3,26,Female,No,4,10,EMP1673,IT
Bachelors,2014,Ratu road ,3,28,Male,No,4,10,EMP1674,Marketing
Bachelors,2017,kanke,2,28,Male,No,0,11,EMP1675,Finance
Masters,2017,kanke,3,24,Female,No,2,0,EMP1676,IT
PHD,2017,Lalpur,3,27,Male,No,5,4,EMP1677,HR
Bachelors,2015,Ratu road ,3,28,Female,No,5,0,EMP1678,IT
Bachelors,2017,kanke,3,25,Female,No,3,11,EMP1679,Finance
Masters,2017,Ratu road ,3,25,Male,No,3,3,EMP1680,IT
Masters,2017,Ratu road ,1,26,Male,No,4,3,EMP1681,Marketing
Bachelors,2014,Ratu road ,3,25,Male,No,3,2,EMP1682,Marketing
Bachelors,2016,Ratu road ,3,27,Male,No,5,10,EMP1683,Marketing
